Indicator Name,Country_Name,Country_Code,Region,IncomeGroup,1990_G,1990_C,1990_P,1991_G,1991_C,1991_P,1992_G,1992_C,1992_P,1993_G,1993_C,1993_P,1994_G,1994_C,1994_P,1995_G,1995_C,1995_P,1996_G,1996_C,1996_P,1997_G,1997_C,1997_P,1998_G,1998_C,1998_P,1999_G,1999_C,1999_P,2000_G,2000_C,2000_P,2001_G,2001_C,2001_P,2002_G,2002_C,2002_P,2003_G,2003_C,2003_P,2004_G,2004_C,2004_P,2005_G,2005_C,2005_P,2006_G,2006_C,2006_P,2007_G,2007_C,2007_P,2008_G,2008_C,2008_P,2009_G,2009_C,2009_P,2010_G,2010_C,2010_P,2011_G,2011_C,2011_P,2012_G,2012_C,2012_P,2013_G,2013_C,2013_P,2014_G,2014_C,2014_P,2015_G,2015_C,2015_P,2016_G,2016_C,2016_P,2017_G,2017_C,2017_P,2018_G,2018_C,2018_P,2019_G,2019_C,2019_P,2020_G,2020_C,2020_P
GDP per capita (current US$),Guinea,GIN,Sub-Saharan Africa,Lower middle income,419.69,0.1572,"6,354,145",455.74,0.1549,"6,615,734",480.76,0.1545,"6,832,195",465.38,0.1540,"7,046,097",465.86,0.1545,"7,262,112",494.58,0.1555,"7,468,347",503.57,0.1601,"7,683,115",482.44,0.1645,"7,842,806",448.97,0.1705,"7,992,545",423.40,0.1754,"8,174,897",359.29,0.1793,"8,336,967",335.01,0.1857,"8,445,717",343.93,0.1901,"8,577,790",392.88,0.1947,"8,772,254",405.70,0.1978,"8,961,039",321.34,0.2008,"9,140,114",452.28,0.2038,"9,330,625",657.99,0.2072,"9,547,082",712.10,0.2058,"9,779,785",670.26,0.2120,"10,021,323",667.28,0.2437,"10,270,728",644.50,0.2490,"10,527,712",707.97,0.2288,"10,788,692",757.69,0.1954,"11,055,430",774.57,0.1964,"11,333,365",756.43,0.2170,"11,625,998",720.47,0.2352,"11,930,985",843.46,0.2714,"12,240,789",944.42,0.2975,"12,554,864","1,043.90",0.3508,"12,877,539","1,073.66",0.3436,"13,205,153"
GDP per capita (current US$),Comoros,COM,Sub-Saharan Africa,Lower middle income,996.53,0.1519,"431,119",958.92,0.1553,"442,277","1,009.71",0.1552,"452,990",977.47,0.1582,"463,318",674.14,0.1582,"473,478",823.68,0.1612,"483,760",801.26,0.1610,"494,288",721.63,0.1669,"505,033",717.32,0.1787,"515,959",726.49,0.1841,"526,443",654.18,0.1954,"536,758",691.04,0.2005,"547,741",761.95,0.1962,"559,047",959.23,0.2450,"570,130","1,090.43",0.2636,"581,154","1,103.20",0.2480,"592,683","1,155.09",0.2846,"604,658","1,289.79",0.1812,"616,899","1,454.65",0.1813,"629,470","1,409.11",0.2185,"642,493","1,384.06",0.2558,"656,024","1,526.83",0.2239,"670,071","1,483.95",0.2339,"684,553","1,595.99",0.2748,"699,393","1,608.69",0.2406,"714,612","1,322.94",0.2546,"730,216","1,357.27",0.2920,"746,232","1,414.59",0.3663,"761,664","1,531.34",0.3899,"776,313","1,510.80",0.4124,"790,986","1,519.59",0.4071,"806,166"
GDP per capita (current US$),Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,240.83,0.1495,"465,549",229.55,0.1503,"483,142",268.70,1.7990,"501,334",261.51,1.8732,"520,236",186.68,1.9454,"539,992",252.98,1.9920,"560,740",399.03,2.1026,"582,573",730.45,2.7873,"605,570",588.64,3.2584,"629,734",948.23,5.0486,"655,029","1,527.06",2.8940,"684,977","2,031.42",4.0216,"719,270","2,395.85",3.3728,"754,115","3,146.52",3.5398,"789,681","5,337.61",6.6770,"826,355","9,502.86",6.4875,"864,726","11,140.19",6.1678,"905,418","13,776.90",6.6675,"948,814","19,849.72",5.8455,"994,971","14,398.77",5.8122,"1,043,686","14,905.51",5.5255,"1,094,524","18,659.42",5.3199,"1,144,588","18,756.43",4.9168,"1,193,636","17,644.59",4.8153,"1,243,941","16,804.92",4.5913,"1,295,183","9,788.98",4.0789,"1,346,973","8,035.31",4.1676,"1,398,927","8,410.40",3.7012,"1,450,694","8,719.19",3.3743,"1,502,091","7,317.39",3.1400,"1,553,031","6,198.94",2.7257,"1,596,049"
GDP per capita (current US$),Haiti,HTI,Latin America & Caribbean,Lower middle income,447.10,0.1473,"6,925,331",491.58,0.1417,"7,066,055",313.24,0.1250,"7,205,780",255.69,0.0945,"7,345,940",289.55,0.0252,"7,486,091",368.85,0.1183,"7,627,316",374.17,0.1362,"7,770,593",421.84,0.1610,"7,915,172",461.97,0.1625,"8,060,896",506.00,0.1683,"8,208,941",815.00,0.1762,"8,360,225",743.91,0.1880,"8,511,728",716.48,0.2110,"8,661,546",575.56,0.2054,"8,812,245",679.28,0.1860,"8,961,489",771.54,0.1871,"9,111,900",824.36,0.1855,"9,266,288",979.60,0.2171,"9,420,826","1,089.58",0.2119,"9,575,247","1,191.80",0.2047,"9,730,638","1,204.86",0.2497,"9,842,880","1,306.85",0.2710,"9,954,312","1,356.17",0.2389,"10,108,539","1,452.31",0.2583,"10,261,206","1,454.65",0.2901,"10,412,740","1,405.71",0.3105,"10,563,757","1,313.19",0.3140,"10,713,849","1,389.36",0.3062,"10,863,543","1,489.58",0.2987,"11,012,421","1,345.48",0.2972,"11,160,438","1,283.14",0.2838,"11,306,801"
GDP per capita (current US$),Cambodia,KHM,East Asia & Pacific,Lower middle income,,0.1414,"8,910,808",,0.1409,"9,259,362",,0.1387,"9,718,215",247.35,0.1352,"10,243,550",262.44,0.1340,"10,636,353",315.14,0.1347,"10,919,528",313.58,0.1368,"11,182,612",301.22,0.1435,"11,431,569",267.41,0.1613,"11,669,077",295.59,0.1603,"11,899,006",301.52,0.1620,"12,118,841",322.90,0.1745,"12,338,192",341.04,0.1760,"12,561,779",364.28,0.1860,"12,787,710",410.09,0.1827,"13,016,371",475.07,0.2006,"13,246,583",539.75,0.2198,"13,477,779",629.92,0.2669,"13,714,791",742.40,0.2908,"13,943,888",734.82,0.3352,"14,155,740",782.70,0.3579,"14,363,532",880.31,0.3680,"14,573,885",950.48,0.3837,"14,786,640","1,015.22",0.3825,"14,999,683","1,098.07",0.4567,"15,210,817","1,170.74",0.5469,"15,417,523","1,281.11",0.7083,"15,624,584","1,400.90",0.7997,"15,830,689","1,533.32",0.8459,"16,025,238","1,671.39",1.1163,"16,207,746","1,577.91",1.1376,"16,396,860"
GDP per capita (current US$),Lao PDR,LAO,East Asia & Pacific,Lower middle income,200.62,0.1189,"4,314,443",231.70,0.1230,"4,437,225",247.27,0.1306,"4,561,106",283.39,0.1303,"4,685,296",321.05,0.1328,"4,807,950",357.90,0.1370,"4,927,432",371.47,0.1549,"5,043,914",339.19,0.1604,"5,150,538",243.99,0.1625,"5,246,922",272.36,0.1644,"5,340,056",318.77,0.1663,"5,430,853",320.42,0.1808,"5,519,707",313.62,0.1972,"5,606,101",355.65,0.2024,"5,689,065",410.25,0.2100,"5,768,167",467.38,0.2148,"5,852,970",581.01,0.2763,"5,946,593",699.04,0.2871,"6,041,348",887.64,0.3338,"6,135,861",936.79,0.4073,"6,229,930","1,127.84",0.4550,"6,323,418","1,363.73",0.4743,"6,416,327","1,566.01",0.5027,"6,508,803","1,815.44",0.6304,"6,600,742","1,984.51",0.6493,"6,691,454","2,125.46",1.3077,"6,787,419","2,309.05",2.2785,"6,891,363","2,439.46",2.7229,"6,997,917","2,553.36",2.7676,"7,105,006","2,598.51",2.6582,"7,212,053","2,593.36",2.6203,"7,319,399"
GDP per capita (current US$),Bangladesh,BGD,South Asia,Lower middle income,294.90,0.1076,"107,147,651",283.38,0.0991,"109,242,834",284.97,0.1063,"111,272,102",292.43,0.1108,"113,418,757",292.08,0.1171,"115,614,891",322.09,0.1405,"117,793,338",387.38,0.1404,"119,876,868",395.32,0.1554,"122,039,226",401.97,0.1548,"124,350,471",404.49,0.1586,"126,754,824",413.10,0.1601,"129,193,327",410.05,0.1947,"131,670,484",407.96,0.2034,"134,139,826",440.71,0.2097,"136,503,206",469.12,0.2200,"138,789,725",492.81,0.2321,"140,912,590",503.54,0.2517,"142,628,831",552.34,0.2636,"144,135,934",630.11,0.2859,"145,421,318",698.52,0.3050,"146,706,810",776.86,0.3402,"148,391,139",856.38,0.3616,"150,211,005",876.82,0.3878,"152,090,649",973.77,0.4088,"154,030,139","1,108.51",0.4252,"155,961,299","1,236.00",0.4635,"157,830,000","1,659.96",0.5077,"159,784,568","1,815.61",0.5418,"161,793,964","1,963.41",0.5862,"163,683,958","2,122.08",0.5597,"165,516,222","2,233.31",0.5106,"167,420,951"
GDP per capita (current US$),Somalia,SOM,Sub-Saharan Africa,Low income,131.02,0.1050,"6,999,096",,0.1050,"6,732,702",,0.1064,"6,428,141",,0.0971,"6,620,729",,0.0910,"6,959,828",,0.0830,"7,210,930",,0.0770,"7,472,450",,0.0707,"7,734,313",,0.0643,"8,056,862",,0.0595,"8,384,479",,0.0558,"8,721,465",,0.0562,"9,070,747",,0.0607,"9,411,103",,0.0592,"9,758,281",,0.0571,"10,117,354",,0.0555,"10,467,292",,0.0539,"10,784,973",,0.0561,"11,118,092",,0.0541,"11,444,870",,0.0524,"11,730,037",,0.0525,"12,026,649",,0.0518,"12,216,837",,0.0503,"12,440,326",454.08,0.0505,"12,852,485",491.19,0.0485,"13,309,235",507.48,0.0469,"13,763,906",517.10,0.0458,"14,292,847",555.19,0.0441,"14,864,221",537.16,0.0426,"15,411,094",589.47,0.0410,"15,981,300",556.58,0.0399,"16,537,016"
GDP per capita (current US$),Myanmar,MMR,East Asia & Pacific,Lower middle income,52.75,0.1018,"40,099,553",50.88,0.0987,"40,680,533",58.48,0.1037,"41,237,813",75.69,0.1152,"41,788,302",104.69,0.1334,"42,337,109",123.35,0.1618,"42,880,186",141.02,0.1683,"43,423,369",107.39,0.1648,"43,972,046",145.10,0.1778,"44,516,185",188.42,0.1941,"45,041,636",195.55,0.2073,"45,538,332",140.78,0.1815,"46,014,826",145.82,0.1795,"46,480,230",223.06,0.2235,"46,924,293",223.23,0.2169,"47,338,446",251.17,0.2275,"47,724,471",301.58,0.2092,"48,088,274",416.60,0.2169,"48,445,647",653.87,0.1630,"48,729,486",752.94,0.1504,"49,015,836","1,003.03",0.1646,"49,390,988","1,204.50",0.1746,"49,794,522","1,193.55",0.2382,"50,218,185","1,189.96",0.2684,"50,648,334","1,281.44",0.3335,"51,072,436","1,159.34",0.3697,"51,483,949","1,218.22",0.4213,"51,892,349","1,263.29",0.6215,"52,288,341","1,288.42",0.6225,"52,666,014","1,415.38",0.6409,"53,040,212","1,479.61",0.6341,"53,423,198"
GDP per capita (current US$),South Sudan,SSD,Sub-Saharan Africa,Low income,,0.0913,"4,750,817",,0.0835,"4,867,185",,0.0733,"4,956,969",,0.0499,"5,018,172",,0.0670,"5,142,863",,0.0672,"5,302,042",,0.0676,"5,434,894",,0.0805,"5,589,410",,0.0684,"5,699,436",,0.0723,"5,850,145",,0.0752,"6,114,440",,0.0827,"6,394,431",,0.1009,"6,686,100",,0.1077,"6,992,367",,0.1301,"7,317,118",,0.1190,"7,662,654",,0.1244,"8,029,517",,0.1394,"8,417,823","1,653.04",0.1404,"8,823,888","1,325.28",0.1398,"9,229,227","1,503.13",0.1352,"9,714,419","1,455.36",0.1251,"10,243,050","1,114.92",0.1326,"10,701,604","1,659.14",0.1308,"11,106,031","1,245.15",0.1355,"11,213,284","1,071.78",0.1759,"11,194,299",,0.1564,"11,066,105",,0.1419,"10,658,226",,0.1702,"10,395,329",,0.1746,"10,447,666",,0.1643,"10,606,227"
GDP per capita (current US$),"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,259.24,0.0883,"35,987,541",,0.0467,"37,194,812",230.88,0.0387,"38,332,302",272.05,0.0479,"39,580,844",140.21,0.0532,"41,511,985",130.38,0.0488,"43,285,791",130.82,0.0515,"44,118,709",135.89,0.0506,"44,822,198",135.48,0.0496,"45,895,524",99.76,0.0444,"47,227,238",392.63,0.0336,"48,616,317",148.45,0.0312,"50,106,657",168.94,0.0319,"51,662,071",167.98,0.0376,"53,205,639",187.86,0.0354,"54,815,607",211.57,0.0391,"56,550,247",247.54,0.0391,"58,381,630",277.61,0.0410,"60,289,422",317.89,0.0410,"62,249,724",290.16,0.0389,"64,270,232",324.83,0.0400,"66,391,257",376.37,0.0439,"68,654,269",412.78,0.0398,"70,997,870",444.86,0.0539,"73,460,021",472.27,0.0675,"76,035,588",482.06,0.0411,"78,656,904",456.03,0.0297,"81,430,977",451.09,0.0338,"84,283,273",546.21,0.0323,"87,087,355",575.88,0.0337,"89,906,890",524.67,0.0326,"92,853,164"
GDP per capita (current US$),Mozambique,MOZ,Sub-Saharan Africa,Low income,,0.0840,"13,303,459",284.26,0.0690,"13,561,175",202.56,0.0794,"13,816,881",202.95,0.0907,"14,206,254",198.36,0.0736,"14,912,873",196.32,0.0752,"15,594,830",250.64,0.0722,"16,079,553",294.99,0.0779,"16,521,724",328.02,0.0734,"16,923,195",362.51,0.0712,"17,337,893",333.78,0.0803,"17,768,505",310.10,0.0775,"18,220,716",318.31,0.0840,"18,694,946",343.13,0.0993,"19,186,754",403.02,0.0970,"19,694,411",438.79,0.0846,"20,211,114",458.62,0.0897,"20,735,982",508.04,0.1048,"21,280,513",591.44,0.1025,"21,845,571",546.60,0.1112,"22,436,660",494.58,0.1162,"23,073,723",615.28,0.1386,"23,760,421",681.49,0.1487,"24,487,611",681.07,0.1644,"25,251,731",690.44,0.1852,"26,038,704",603.84,0.2041,"26,843,246",435.76,0.2615,"27,696,493",464.29,0.2507,"28,569,441",510.38,0.2337,"29,423,878",512.22,0.2486,"30,285,595",456.58,0.2228,"31,178,239"
GDP per capita (current US$),Malawi,MWI,Sub-Saharan Africa,Low income,286.92,0.0757,"9,539,665",326.17,0.0806,"9,831,584",258.90,0.0784,"10,115,420",293.78,0.0863,"10,257,233",169.75,0.0896,"10,131,799",201.10,0.0899,"10,112,816",321.96,0.0899,"10,310,528",368.68,0.0877,"10,512,678",237.37,0.0835,"10,732,456",235.51,0.0850,"10,973,956",225.95,0.0779,"11,229,387",217.24,0.0737,"11,498,818",431.70,0.0730,"11,784,498",386.32,0.0739,"12,087,965",407.59,0.0724,"12,411,342",417.10,0.0670,"12,755,648",443.52,0.0657,"13,118,307",478.03,0.0687,"13,495,463",557.52,0.0727,"13,889,423",630.11,0.0725,"14,298,932",688.14,0.0669,"14,718,422",769.05,0.0708,"15,146,094",563.06,0.0691,"15,581,251",501.20,0.0720,"16,024,775",534.13,0.0635,"16,477,966",544.28,0.0643,"16,938,942",454.44,0.0703,"17,405,624",500.17,0.0780,"17,881,167",537.93,0.0876,"18,367,883",584.36,0.0871,"18,867,337",622.18,0.0846,"19,377,061"
GDP per capita (current US$),Madagascar,MDG,Sub-Saharan Africa,Low income,330.84,0.0750,"11,882,762",265.79,0.0778,"12,245,260",294.29,0.0764,"12,623,342",312.08,0.0766,"13,020,100",262.15,0.0903,"13,436,121",276.74,0.0989,"13,869,138",344.46,0.0914,"14,317,454",288.45,0.0960,"14,778,903",288.64,0.1067,"15,250,934",271.94,0.1061,"15,730,885",285.47,0.1020,"16,216,431",325.46,0.0999,"16,709,665",310.93,0.0652,"17,211,934",359.53,0.0876,"17,724,310",277.51,0.0902,"18,250,774",311.79,0.0910,"18,792,171",330.52,0.0846,"19,350,299",427.84,0.0865,"19,924,958",522.83,0.0868,"20,513,599",455.41,0.0799,"21,117,092",459.38,0.0860,"21,731,053",516.90,0.0982,"22,348,158",504.17,0.1194,"22,966,240",526.69,0.1242,"23,588,073",517.14,0.1243,"24,215,976",455.64,0.1322,"24,850,912",464.62,0.1248,"25,501,941",503.50,0.1330,"26,169,542",512.54,0.1231,"26,846,541",512.28,0.1427,"27,533,134",462.40,0.0973,"28,225,177"
GDP per capita (current US$),Sierra Leone,SLE,Sub-Saharan Africa,Low income,150.19,0.0735,"4,325,388",178.18,0.0782,"4,378,169",158.08,0.0757,"4,301,566",178.97,0.0762,"4,295,689",211.34,0.0812,"4,314,953",201.37,0.0546,"4,324,149",216.62,0.0715,"4,347,370",193.01,0.0520,"4,405,028",151.10,0.0557,"4,449,975",149.58,0.0441,"4,475,145",138.71,0.0727,"4,584,067",221.30,0.0911,"4,857,096",240.51,0.0968,"5,140,113",255.97,0.1029,"5,350,907",258.47,0.0963,"5,533,329",286.29,0.0786,"5,683,334",320.51,0.1017,"5,809,774",358.08,0.0847,"5,939,163",402.55,0.0853,"6,090,860",386.43,0.0827,"6,259,842",400.54,0.0870,"6,436,698",443.45,0.1111,"6,612,385",558.18,0.1259,"6,788,587",706.45,0.1480,"6,964,859",702.34,0.1593,"7,140,688",581.29,0.1483,"7,314,773",515.45,0.1562,"7,493,913",484.46,0.1459,"7,677,565",519.65,0.1328,"7,861,281",506.61,0.1291,"8,046,828",493.43,0.1273,"8,233,970"
GDP per capita (current US$),Rwanda,RWA,Sub-Saharan Africa,Low income,348.39,0.0733,"7,319,962",255.37,0.0643,"7,485,681",264.98,0.0631,"7,657,208",249.41,0.0615,"7,904,740",111.94,0.0686,"6,732,665",227.46,0.0800,"5,686,897",205.84,0.0692,"6,715,510",241.51,0.0628,"7,666,732",251.35,0.0606,"7,914,645",269.33,0.0618,"8,009,587",255.11,0.0814,"8,109,989",239.15,0.0820,"8,223,941",234.84,0.0951,"8,372,306",249.57,0.0799,"8,567,992",270.32,0.0753,"8,791,853",325.05,0.0794,"9,026,299",358.14,0.0777,"9,270,066",427.46,0.0686,"9,523,168",529.57,0.0668,"9,781,996",565.02,0.0668,"10,043,737",594.16,0.0683,"10,309,031",650.99,0.0696,"10,576,932",706.20,0.0751,"10,840,334",704.49,0.0814,"11,101,350",724.79,0.0813,"11,368,451",733.89,0.0928,"11,642,959",728.87,0.0962,"11,930,899",756.55,0.1027,"12,230,339",768.94,0.1120,"12,531,808",806.10,0.1131,"12,835,028",773.77,0.1051,"13,146,362"
GDP per capita (current US$),Tanzania,TZA,Sub-Saharan Africa,Lower middle income,167.14,0.0722,"26,206,012",189.59,0.0694,"26,890,906",171.61,0.0674,"27,580,723",153.85,0.0673,"28,469,017",156.79,0.0645,"29,598,323",176.93,0.0895,"30,560,071",214.64,0.0986,"31,140,733",248.75,0.0908,"31,785,846",387.02,0.0825,"32,626,498",390.42,0.0751,"33,499,772",399.46,0.0855,"34,463,704",394.35,0.0883,"35,414,469",400.21,0.0981,"36,353,531",419.56,0.1010,"37,333,918",447.59,0.1325,"38,360,879",480.18,0.1435,"39,439,505",472.61,0.1477,"40,562,052",539.54,0.1416,"41,716,497",671.24,0.1417,"42,870,884",688.71,0.1349,"43,957,933",730.78,0.1532,"45,110,527",768.93,0.1728,"46,416,031",854.54,0.2006,"47,786,137",954.66,0.2172,"49,253,643","1,013.43",0.1989,"50,814,552",929.80,0.2049,"52,542,823",942.89,0.1957,"54,401,802",975.90,0.2072,"56,267,032","1,011.60",0.2069,"58,090,443","1,050.93",0.2499,"59,872,579","1,104.16",0.2339,"61,704,518"
GDP per capita (current US$),Niger,NER,Sub-Saharan Africa,Low income,419.60,0.0675,"8,370,648",380.54,0.0622,"8,634,640",380.15,0.0561,"8,907,644",332.06,0.0620,"9,193,078",204.15,0.0576,"9,493,324",234.62,0.0535,"9,813,918",237.01,0.0601,"10,149,937",218.25,0.0585,"10,494,201",243.52,0.0614,"10,854,920",225.95,0.0581,"11,231,469",192.88,0.0568,"11,622,665",203.53,0.0548,"12,031,430",223.35,0.0550,"12,456,517",263.09,0.0581,"12,900,790",281.33,0.0581,"13,366,885",316.37,0.0536,"13,855,221",331.10,0.0513,"14,365,168",384.72,0.0546,"14,897,873",472.18,0.0553,"15,455,175",458.42,0.0670,"16,037,915",471.61,0.0818,"16,647,543",507.60,0.0810,"17,283,112",525.05,0.1050,"17,954,407",548.16,0.1059,"18,653,199",560.75,0.1113,"19,372,014",481.11,0.1049,"20,128,124",497.04,0.1002,"20,921,743",514.54,0.0875,"21,737,922",568.60,0.0866,"22,577,058",549.82,0.0921,"23,443,393",564.84,0.0903,"24,333,639"
GDP per capita (current US$),Chad,TCD,Sub-Saharan Africa,Low income,298.37,0.0667,"5,827,069",310.66,0.0658,"6,042,428",298.57,0.0648,"6,302,926",226.92,0.0636,"6,448,280",178.95,0.0645,"6,592,998",209.89,0.0634,"6,888,856",223.23,0.0624,"7,200,291",207.32,0.0624,"7,450,874",226.33,0.0615,"7,709,115",192.27,0.0614,"7,981,889",168.12,0.0614,"8,259,137",200.36,0.0611,"8,538,804",225.95,0.0602,"8,838,369",298.25,0.0832,"9,196,366",460.07,0.0804,"9,613,503",664.60,0.0796,"10,005,012",716.67,0.0786,"10,365,614",806.71,0.0817,"10,722,731",936.49,0.0926,"11,098,664",808.16,0.0969,"11,496,128",896.88,0.1000,"11,894,727",988.19,0.0815,"12,317,730",969.62,0.0967,"12,754,906",980.08,0.1125,"13,216,766","1,017.79",0.1083,"13,697,126",774.41,0.1046,"14,140,274",691.98,0.1007,"14,592,585",662.90,0.0986,"15,085,884",720.27,0.0998,"15,604,210",701.62,0.0982,"16,126,866",643.77,0.0942,"16,644,701"
GDP per capita (current US$),Burkina Faso,BFA,Sub-Saharan Africa,Low income,339.63,0.0651,"9,131,361",334.76,0.0640,"9,365,064",349.71,0.0636,"9,598,555",325.15,0.0634,"9,840,075",187.82,0.0620,"10,091,256",229.83,0.0618,"10,353,263",243.53,0.0683,"10,621,210",224.61,0.0760,"10,897,353",250.41,0.0785,"11,201,063",293.89,0.0809,"11,533,554",249.80,0.0883,"11,882,888",260.44,0.0836,"12,249,764",286.75,0.0813,"12,632,269",363.82,0.0846,"13,030,591",405.45,0.0843,"13,445,977",442.94,0.0830,"13,876,127",457.34,0.0978,"14,316,242",516.75,0.1140,"14,757,074",621.89,0.1256,"15,197,915",603.88,0.1233,"15,650,022",627.27,0.1299,"16,116,845",727.61,0.1325,"16,602,651",733.97,0.1574,"17,113,732",762.30,0.1671,"17,636,408",767.37,0.1649,"18,169,842",632.13,0.2031,"18,718,019",665.79,0.2074,"19,275,498",711.18,0.2332,"19,835,858",779.20,0.2524,"20,392,723",765.23,0.2695,"20,951,639",823.55,0.2535,"21,522,626"
GDP per capita (current US$),Benin,BEN,Sub-Saharan Africa,Lower middle income,381.81,0.0643,"5,133,419",375.29,0.0517,"5,293,046",310.62,0.0518,"5,457,778",398.61,0.0503,"5,706,181",269.79,0.0473,"5,923,394",358.82,0.0500,"6,046,511",380.59,0.1569,"6,203,860",355.14,0.1936,"6,387,026",372.88,0.1845,"6,584,183",541.70,0.1975,"6,788,589",503.00,0.2036,"6,998,023",508.35,0.2406,"7,212,041",564.38,0.2930,"7,431,783",698.41,0.3190,"7,659,208",784.12,0.3352,"7,894,554",805.90,0.3558,"8,149,419",837.13,0.4131,"8,402,631",944.64,0.4623,"8,647,761","1,098.95",0.4511,"8,906,469","1,061.72",0.4816,"9,172,514","1,009.49",0.5108,"9,445,710","1,099.41",0.4783,"9,726,380","1,112.57",0.4438,"10,014,078","1,214.30",0.4536,"10,308,730","1,251.50",0.4886,"10,614,844","1,041.65",0.5036,"10,932,783","1,049.82",0.5985,"11,260,085","1,095.27",0.5929,"11,596,779","1,194.44",0.6368,"11,940,683","1,170.89",0.6082,"12,290,444","1,240.73",0.6312,"12,643,123"
GDP per capita (current US$),Central African Republic,CAF,Sub-Saharan Africa,Low income,512.85,0.0527,"2,809,221",475.28,0.0490,"2,898,052",471.94,0.0506,"2,991,727",413.96,0.0510,"3,089,146",267.01,0.0504,"3,187,844",340.40,0.0500,"3,276,706",299.62,0.0496,"3,363,570",271.14,0.0483,"3,458,472",272.10,0.0640,"3,555,064",273.43,0.0648,"3,655,360",243.88,0.0647,"3,759,170",242.58,0.0658,"3,844,773",253.41,0.0636,"3,930,648",283.68,0.0574,"4,026,841",309.19,0.0550,"4,115,138",317.88,0.0532,"4,208,834",340.41,0.0546,"4,294,352",388.48,0.0543,"4,375,569",446.23,0.0384,"4,467,233",452.92,0.0368,"4,564,540",459.78,0.0375,"4,660,067",515.21,0.0410,"4,732,022",525.87,0.0413,"4,773,306",352.23,0.0251,"4,802,428",394.86,0.0272,"4,798,734",351.88,0.0383,"4,819,333",372.14,0.0421,"4,904,177",414.74,0.0445,"4,996,741",435.93,0.0450,"5,094,780",426.41,0.0452,"5,209,324",435.47,0.0443,"5,343,020"
GDP per capita (current US$),Mali,MLI,Sub-Saharan Africa,Low income,299.82,0.0487,"8,945,026",298.57,0.0484,"9,123,969",304.03,0.0513,"9,310,572",296.46,0.0544,"9,506,510",214.36,0.0583,"9,711,797",272.80,0.0617,"9,921,094",274.42,0.0659,"10,131,906",260.36,0.0719,"10,359,301",274.97,0.0900,"10,620,475",315.17,0.0915,"10,916,993",263.50,0.0973,"11,239,101",299.41,0.1033,"11,583,824",326.97,0.1040,"11,952,660",381.95,0.1037,"12,342,165",427.72,0.1138,"12,751,995",474.00,0.1139,"13,180,551",506.91,0.1161,"13,623,541",579.26,0.1305,"14,080,912",676.13,0.1386,"14,551,117",680.65,0.1293,"15,032,635",688.33,0.1387,"15,529,181",810.18,0.1463,"16,039,734",753.39,0.1520,"16,514,687",778.80,0.1655,"17,004,033",818.43,0.1809,"17,551,814",723.50,0.1846,"18,112,907",750.05,0.1823,"18,700,106",795.68,0.1880,"19,311,355",856.36,0.1940,"19,934,298",840.18,0.1914,"20,567,424",822.91,0.1956,"21,224,040"
GDP per capita (current US$),Ethiopia,ETH,Sub-Saharan Africa,Low income,254.30,0.0483,"47,878,073",269.61,0.0467,"49,937,430",201.74,0.0292,"52,011,554",164.17,0.0361,"53,791,672",124.56,0.0407,"55,620,211",133.34,0.0448,"57,476,536",144.03,0.0484,"59,347,649",140.27,0.0499,"61,233,480",123.83,0.0511,"63,136,493",118.33,0.0488,"65,077,579",122.96,0.0531,"67,031,867",119.26,0.0638,"69,018,932",110.46,0.0643,"71,073,215",117.86,0.0686,"73,168,838",134.54,0.0708,"75,301,026",160.08,0.0652,"77,469,940",191.75,0.0678,"79,691,050",240.35,0.0727,"81,996,185",320.86,0.0769,"84,357,105",373.89,0.0753,"86,755,585",335.44,0.0725,"89,237,791",348.00,0.0822,"91,817,929",458.55,0.0906,"94,451,280",490.79,0.1050,"97,084,366",557.53,0.1252,"99,746,766",630.31,0.1273,"102,471,895",705.62,0.1448,"105,293,228",755.75,0.1468,"108,197,950",758.30,0.1532,"111,129,438",840.45,0.1552,"114,120,594",918.65,0.1544,"117,190,911"
GDP per capita (current US$),Nepal,NPL,South Asia,Lower middle income,184.92,0.0479,"19,616,530",194.80,0.0587,"20,130,779",164.29,0.0596,"20,702,133",172.10,0.0663,"21,267,359",186.59,0.0800,"21,794,751",197.31,0.0850,"22,305,571",198.45,0.0860,"22,783,969",211.56,0.0943,"23,249,417",204.88,0.0977,"23,703,328",208.49,0.1294,"24,143,157",223.71,0.1312,"24,559,500",240.71,0.1388,"24,956,071",238.86,0.1100,"25,332,178",246.49,0.1177,"25,682,908",279.72,0.1080,"26,003,965",309.31,0.1213,"26,285,110",341.03,0.0987,"26,518,971",386.53,0.1008,"26,713,655",466.69,0.1114,"26,881,544",475.64,0.1437,"27,026,941",589.17,0.1709,"27,161,567",791.23,0.1907,"27,266,399",794.09,0.2195,"27,330,694",809.38,0.2223,"27,381,555",827.74,0.2597,"27,462,106",882.31,0.2603,"27,610,325",880.22,0.3853,"27,861,186","1,027.97",0.4707,"28,183,426","1,161.53",0.5311,"28,506,712","1,185.68",0.4807,"28,832,496","1,139.19",0.5094,"29,348,627"
